"DATE","TEAMNAME","USERCOUNT","SECONDSSPENT","QUANTITY","VOLUME","WEIGHT","PRICE"
"2018-11-26","IP1","1","6717","60232","162.869927584","25201.5783","121626.74"
"2018-11-26","DP1","51","1584981","831470","2751.233418314","382417.1576","1401521.89"
"2018-11-26","DP2","50","1326987","631045","2117.502921789997","297783.8644","1143323.62"
"2018-11-26","EXT2","1","33104","244790","782.618400900002","107979.825","231842.72"
"2018-11-27","DP2","49","1574398","783359","2666.134208333","348708.8189","1344655.44"
"2018-11-27","HP2","3","105906","12911","71.238744375","7107.46","20171.84"
"2018-11-27","DP3","5","143873","8627","80.714884854","13990.8705","46364.88"
"2018-11-27","IP1","2","11634","100306","259.095175289","40196.977","95819.77"
"2018-11-27","DP1","56","1735527","854301","2841.660967439998","373184.7455","1492476.65"
"2018-11-27","EXT2","1","69050","338330","992.76044239","141509.8574","278357.12"
"2018-11-27","HP1","6","184106","10387","131.169144231","11264.267","55599.48"
"2018-11-27","IP2","1","41","2090","11.2161396","872.876","2333.04"
"2018-11-28","DP2","60","2024187","736007","2829.833378859","368600.257","1667801.33"
"2018-11-28","DP3","4","25392","61913","108.975936642","17058.33","37964.54"
"2018-11-28","EXT2","1","119824","376806","1138.748185322","146714.562","319617.5"
"2018-11-28","HP2","5","224291","28119","180.80335035","18695.314","88496.57"
"2018-11-28","IP1","1","6273","66438","182.761681311001","26097.433500000003","89297.75"
"2018-11-28","DP1","57","1798857","726444","2618.320672579003","335320.132","1425314.36"
"2018-11-28","HP1","6","227568","53629","188.426660363","23450.7295","67694.12"
"2018-11-29","HP2","6","232754","65661","259.06390505","33804.185","115467.68"
"2018-11-29","DP1","57","1786736","877364","3453.324216075004","439335.426","1894559.07"
"2018-11-29","IP2","2","516","52704","168.98040765","24931.416","39391.97"
"2018-11-29","HP1","6","235034","138154","463.926502163","63036.4605","203926.49"
"2018-11-29","DP2","63","2091062","913978","3349.320844530999","429432.9315","1722409.33"
"2018-11-29","EXT2","1","48259","276412","894.937151196004","108618.639","265578.22000000003"
"2018-12-01","EXT2","1","94772","0","0.0","0.0","0.0"
"2018-12-03","IP1","3","2972","19359","120.239691977","14696.271","55732.08"
"2018-12-03","DP3","1","36977","6259","5.12822135","1174.7074","12980.06"
"2018-12-03","EXT2","1","26406","342732","907.453830335998","133617.1334","290571.34"
"2018-12-03","HP1","4","70204","57467","195.590234879","27056.0132","90036.1"
"2018-12-03","HP2","5","164136","129495","357.886682444","48069.0865","171956.41"
"2018-12-03","DP1","62","1918480","782504","2673.775169782","368734.3476","1469811.34"
"2018-12-03","DP2","53","1649586","639984","2136.456209479","283913.321","1310086.69"
"2018-12-03","IP2","2","19942","70765","208.865563862","29213.661","110866.53"
"2018-12-04","IP1","2","15336","218639","609.738377844","89689.5669","221967.91"
"2018-12-04","HP2","4","177054","17308","48.621511175","8708.298","27098.53"
"2018-12-04","HP1","4","64664","143019","445.272783916","60943.1915","221787.9"
"2018-12-04","DP1","61","1883558","834652","2738.221424312","376530.6484","1358251.28"
"2018-12-04","DP3","2","70131","16071","19.643777225","3476.6872","27475.91"
"2018-12-04","DP2","63","1998268","1117336","3361.455919885","467723.9632","1799763.04"
"2018-12-04","EXT2","1","67276","266768","1010.754780577","134736.2114","240559.11"
"2018-12-05","IP2","1","2274","30417","65.414578736","10089.8635","37717.73"
"2018-12-05","HP2","5","192054","35974","134.72696115","19862.394","106588.25"
"2018-12-05","HP1","5","58919","120001","528.928000028","67372.521","342858.29"
"2018-12-05","IP1","1","5101","32856","146.958285335","19591.215","60728.7"
"2018-12-05","DP3","4","134408","14770","39.316067593","8580.2","32358.77"
"2018-12-05","DP1","67","2341592","860054","2859.743450504","404471.76066666667","1485540.55"
"2018-12-05","EXT2","1","65395","428952","1238.353083152","172637.509","385085.54"
"2018-12-05","DP2","58","1781046","977751","2894.158605856","407366.7514","1653042.33"
"2018-12-06","DP1","71","2250554","955283","2668.295785455","395836.8599","1532041.58"
"2018-12-06","DP2","55","1792373","967917","2866.926859215","411997.1304","1385688.84"
"2018-12-06","DP3","1","20344","94","20.953429723","3947.239","8498.26"
"2018-12-06","EXT2","1","118088","445316","1243.026828896","169974.6424","360502.22"
"2018-12-06","HP1","3","10956","63562","343.718928627","47752.1705","224700.18"
"2018-12-06","HP2","4","143790","19687","53.672192502","8710.2225","38425.47"
"2018-12-06","IP1","2","14735","74300","223.272210453","30460.187","119077.33"
"2018-12-06","IP2","2","3962","85397","172.293782544","25966.0402","74671.85"
"2018-12-07","IP2","1","2482","12820","63.71528985","8812.546","23840.83"
"2018-12-07","HP1","4","58794","74820","377.520227921","47344.9284","207843.5"
"2018-12-07","IP1","2","8445","78226","201.135117044","28633.9105","108030.22"
"2018-12-07","DP1","63","1927388","987229","2866.929250817","402986.3844","1411219.83"
"2018-12-07","EXT2","1","67555","506616","1287.286384159","194810.8196","381008.07"
"2018-12-07","DP2","40","1065067","666482","1835.2082267","260484.733","893843.77"
"2018-12-07","HP2","3","100669","94811","201.904893714","30626.729","92851.05"
"2018-12-08","EXT2","1","71055","31372","80.47988126","11683.254","22524.4"
"2018-12-10","DP1","55","1740280","859284","2700.365662847","373541.0585","1470574.08"
"2018-12-10","DP2","61","1940105","741838","2312.613123032","320404.601","1505576.87"
"2018-12-10","DP3","1","14258","2571","18.518212766","3246.206","9503.37"
"2018-12-10","EXT2","1","77027","312702","754.725236428","112226.216","227719.6"
"2018-12-10","HP1","7","217178","131473","421.833846735","57928.3071","259415.44"
"2018-12-10","HP2","5","157385","72201","194.337606061","27546.447","104693.61"
"2018-12-10","IP1","2","21519","110155","326.442347377","44760.0725","171817.06"
"2018-12-10","IP2","1","2636","13791","35.778330844","4867.754","32971.48"
"2018-12-11","DP1","59","1891873","978363","3261.746758527","450091.7392","1742240.44"
"2018-12-11","EXT2","1","65451","629104","1805.74543435","251525.6454","582787.12"
"2018-12-11","HP2","3","134621","18625","40.327390005","6825.475","32303.25"
"2018-12-11","DP3","1","5181","0","8.078799156","1427.182","4795.0"
"2018-12-11","IP1","2","21964","184743","542.969089982","75595.272","211308.63"
"2018-12-11","HP1","7","190428","118826","474.411985589","63172.599","270315.08"
"2018-12-11","DP2","62","2004071","1106907","3168.77888152","453967.0188","1806725.61"
"2018-12-11","IP2","1","608","12960","28.291988877","4341.26","11364.98"
"2018-12-12","HP1","4","107833","35058","148.374371850999","20386.81","124642.55"
"2018-12-12","DP2","67","2182673","835996","2931.911557994999","402294.229","1880029.48"
"2018-12-12","DP1","53","1632256","856578","2543.528492025994","379454.736","1504422.34"
"2018-12-12","DP3","1","11900","881","13.962867049","3560.691","7953.07"
"2018-12-12","IP1","1","9262","82308","266.950970641","37593.7","173180.68"
"2018-12-12","HP2","3","156315","16235","30.387866799999","5197.731999999999","27413.69"
"2018-12-12","EXT2","1","42081","366104","1231.740041324","161903.456","383483.6"
"2018-12-13","IP2","1","2178","6519","31.908834404","3104.8335","25012.06"
"2018-12-13","HP2","4","155122","14014","36.45993525","6003.639","30586.73"
"2018-12-13","IP1","3","20624","111495","338.339643683","49757.6925","147183.42"
"2018-12-13","EXT2","1","60684","249866","866.068307395996","114133.822","278014.56"
"2018-12-13","DP3","1","6083","0","8.330560458","1722.398","4279.74"
"2018-12-13","HP1","6","89602","64806","248.343486076","34506.922","148450.55"
"2018-12-13","DP1","53","1532445","716926","2540.737729218","371663.014","1370926.55"
"2018-12-13","DP2","62","2100386","962169","2906.929737814999","431861.9035","1805404.02"
"2018-12-14","HP2","4","160884","20668","44.625252275","7446.634","30046.83"
"2018-12-14","IP2","1","19152","17192","44.406866527","6399.914","8484.73"
"2018-12-14","HP1","3","97725","46580","200.945200783","25768.956","158335.6"
"2018-12-14","EXT2","1","64216","766347","2351.595780606","350262.092","770378.98"
"2018-12-14","DP2","45","1420099","677897","2439.489862625","334551.761","1310713.2"
"2018-12-14","DP1","37","1207272","674110","2238.358232647","309993.383","936049.48"
"2018-12-15","IP2","1","5591","22908","96.807258909","11160.463","62118.89"
"2018-12-15","DP1","14","291071","164112","568.352127464","71471.679","313673.95"
"2018-12-15","EXT2","1","32963","0","0.0","0.0","0.0"
"2018-12-15","DP2","12","271620","52882","174.585760659","23442.867","143308.9"
"2018-12-15","IP1","1","5253","0","14.653414374","2225.064","3874.78"
"2018-12-17","HP1","5","87660","35989","148.629428675","20526.58","95844.19"
"2018-12-17","DP1","55","1973394","659597","2138.560544984","307521.099","1222314.33"
"2018-12-17","HP2","5","192303","119765","372.947493719","54214.873","158748.73"
"2018-12-17","DP2","68","2013993","749320","2594.889236966","369469.0275","1546024.39"
"2018-12-17","IP1","4","52721","90761","246.807127121","35689.5924","104664.03"
"2018-12-17","IP2","2","4229","36917","135.423481732","17296.2375","66813.61"
"2018-12-17","EXT2","1","30759","506582","1784.409033114","239448.3368","480581.18"
"2018-12-18","IP1","3","58500","112526","456.121703405","62448.041","217047.69"
"2018-12-18","IP2","1","7498","69561","211.659729494","30001.009","102422.59"
"2018-12-18","HP1","4","81367","87112","283.461279888","37646.427","88831.17"
"2018-12-18","HP2","4","211122","11723","62.03565975","8414.248","32511.99"
"2018-12-18","DP2","74","2103543","864455","2924.840488129","428406.3435","1624951.28"
"2018-12-18","DP1","54","1657821","643161","2338.23699411","321873.16","1210380.47"
"2018-12-18","EXT2","1","99494","521747","2048.03686873","273315.19","555540.4"
"2018-12-19","DP1","55","1803175","562348","2082.159986913","308277.251","1317405.31"
"2018-12-19","EXT2","1","122314","323156","1193.238129342","159706.583","334248.46"
"2018-12-19","IP1","2","62482","83302","273.684113756","41601.1145","160315.75"
"2018-12-19","IP2","1","6791","79869","238.747291728","33440.7675","89524.4"
"2018-12-19","DP2","56","1825540","832748","2905.736604183","395514.496","1573041.39"
"2018-12-19","HP2","5","209425","15339","70.13543285","10027.935","50511.16"
"2018-12-19","HP1","6","77619","58237","297.391388704","41038.0302","135804.88"
"2018-12-20","DP2","54","1718499","900038","2699.706958967","390313.3794","1635030.58"
"2018-12-20","EXT2","1","56614","223248","751.646918962","104185.129","251939.04"
"2018-12-20","HP1","4","76813","37810","212.607744375","28766.971","135732.93"
"2018-12-20","HP2","4","174955","17433","46.83712659","7535.249","33606.09"
"2018-12-20","IP2","2","7904","119436","412.04907298","56326.62","142604.25"
"2018-12-20","IP1","3","66320","119773","463.499216088","63132.3675","179539.75"
"2018-12-20","DP1","59","1839750","756554","2383.220692794","331970.1478","1418302.92"
"2018-12-21","IP1","2","57615","58608","206.162319127","27579.197","103658.37"
"2018-12-21","IP2","1","102","20164","79.43942655","10968.372","18639.06"
"2018-12-21","HP2","3","136218","9573","30.664961875","5064.859","22476.05"
"2018-12-21","DP1","50","1578355","712173","2289.47222457","309260.9164","1364129.26"
"2018-12-21","EXT2","1","76464","579414","1834.63212736","253830.2888","583477.26"
"2018-12-21","DP2","48","1300366","829940","2830.825655412","368267.9012","1305850.84"
"2018-12-21","HP1","5","119282","37784","201.901402725","29748.918","120971.09"
"2018-12-22","EXT2","1","31273","0","0.0","0.0","0.0"
"2018-12-24","EXT2","1","16745","227244","905.985173558","117249.075","237958.42"
"2018-12-24","HP1","5","104869","15374","67.6256292","10323.459","34562.65"
"2018-12-24","HP2","3","156932","12669","30.22333218","5581.269","20967.48"
"2018-12-24","IP1","3","10154","93661","302.75510848","39787.4802","122420.16"
"2018-12-24","IP2","1","40","2463","9.431237","1262.71","2432.72"
"2018-12-24","DP1","48","961500","386803","1347.523084003","177761.2174","695211.67"
"2018-12-24","DP2","52","1609238","910422","2748.011356027","377591.1111","1621263.07"
"2018-12-25","EXT2","1","31261","0","0.0","0.0","0.0"
"2018-12-26","IP2","1","4471","16928","82.0868163","10468.63","20514.74"
"2018-12-26","IP1","3","64969","113491","437.332988854","60448.064","190692.04"
"2018-12-26","HP1","4","74000","8200","55.594149055","7917.12","24926.57"
"2018-12-26","HP2","3","159982","9806","36.696771625","6205.594","26076.88"
"2018-12-26","DP2","51","1678260","670766","2398.573884252","315979.899","1414282.91"
"2018-12-26","DP1","51","1587778","783126","2655.400100426","362515.8135","1559186.33"
"2018-12-26","EXT2","1","12073","414638","1233.834352442","165033.7258","395536.34"
"2018-12-27","IP2","1","4221","12522","53.573090254","6877.861","18734.78"
"2018-12-27","EXT2","1","57856","177996","750.042266956","87391.987","211165.44"
"2018-12-27","DP1","46","1565741","634616","2381.955635415","335287.82","1571929.0"
"2018-12-27","DP2","53","1751643","859767","2801.713467835","392973.7366","1842190.13"
"2018-12-27","IP1","4","79945","211162","692.025401879","96405.0975","373253.87"
"2018-12-27","HP1","4","74092","1498","31.358326125","3111.98","19211.51"
"2018-12-27","HP2","3","169725","10906","35.719300465","6723.504","23959.1"
"2018-12-28","HP1","6","218144","7104","109.779094125","12821.856","52141.38"
"2018-12-28","EXT2","1","27182","344124","1445.771775238","193303.177","439953.22"
"2018-12-28","DP2","45","1585011","698191","2186.187357469","319279.883","1283188.03"
"2018-12-28","DP1","39","1192178","739055","2666.469372833","388067.434","1605654.74"
"2018-12-28","IP1","2","23088","97917","347.885954685","48009.566","128088.2"
"2018-12-28","HP2","2","83330","5774","15.2081145","2648.012","10134.54"
"2018-12-29","EXT2","1","58768","163896","574.18197628","75557.597","189395.64"
"2019-01-02","IP2","1","192","15886","77.492381","10869.82","16926.36"
"2019-01-02","IP1","1","7604","57919","207.561690029","29809.7926","86637.13"
"2019-01-02","HP2","8","422733","17374","166.571988875","22053.256","92093.33"
"2019-01-02","DP1","43","1206131","652790","2266.560906423","326601.0819","1333256.14"
"2019-01-02","EXT2","1","13565","263372","1386.90708453","186956.472","378677.44"
"2019-01-02","DP2","48","1216011","491774","1953.531764515","281213.386","1190529.44"
"2019-01-02","HP1","9","309076","58835","288.290317726","41190.7055","132802.11000000002"
"2019-01-03","IP2","2","14044","57908","239.753504551","33200.4535","91824.64"
"2019-01-03","IP1","2","15255","56005","420.525110463","53137.516","231184.96"
"2019-01-03","HP2","9","374640","24406","227.067969375","26881.855","111161.35"
"2019-01-03","DP2","53","1603126","698535","2468.243443803","337228.5649","1257908.02"
"2019-01-03","DP1","48","1354952","605256","2052.553653256","290156.0779","1319535.5"
"2019-01-03","HP1","12","322805","42615","406.273368875","50021.129","179941.42"
"2019-01-03","EXT2","1","66194","160765","748.03396306","97882.1085","224151.54"
"2019-01-04","DP1","40","1218387","536014","2018.960541658","273947.2945","1058500.27"
"2019-01-04","EXT2","1","68987","680800","2656.839848362","365377.2394","880124.9"
"2019-01-04","DP2","37","666330","502881","1511.798268615","223228.4875","751768.75"
"2019-01-04","HP2","6","221076","34392","150.277142875","20794.89","59477.57"
"2019-01-04","IP2","1","69","4514","28.61273525","3831.568","6946.08"
"2019-01-04","IP1","1","7867","52168","226.108713878","28149.751","82437.68"
"2019-01-04","HP1","11","263061","29245","365.207156","41987.323","169021.27"
"2019-01-05","DP1","1","8497","1873","2.6771535","447.216","1957.89"
"2019-01-07","IP2","1","368","90","5.66945025","794.5","4461.1900000000005"
"2019-01-07","IP1","3","9443","87074","281.981091466","36793.4375","103667.08"
